455
0 0 0 1
0 0 0.0833333 0.916667
0 0 0.166667 0.833333
0 0 0.25 0.75
0 0 0.333333 0.666667
0 0 0.416667 0.583333
0 0 0.5 0.5
0 0 0.583333 0.416667
0 0 0.666667 0.333333
0 0 0.75 0.25
0 0 0.833333 0.166667
0 0 0.916667 0.0833333
0 0 1 0
0 0.0833333 0 0.916667
0 0.0833333 0.0833333 0.833333
0 0.0833333 0.166667 0.75
0 0.0833333 0.25 0.666667
0 0.0833333 0.333333 0.583333
0 0.0833333 0.416667 0.5
0 0.0833333 0.5 0.416667
0 0.0833333 0.583333 0.333333
0 0.0833333 0.666667 0.25
0 0.0833333 0.75 0.166667
0 0.0833333 0.833333 0.0833333
0 0.0833333 0.916667 0
0 0.166667 0 0.833333
0 0.166667 0.0833333 0.75
0 0.166667 0.166667 0.666667
0 0.166667 0.25 0.583333
0 0.166667 0.333333 0.5
0 0.166667 0.416667 0.416667
0 0.166667 0.5 0.333333
0 0.166667 0.583333 0.25
0 0.166667 0.666667 0.166667
0 0.166667 0.75 0.0833333
0 0.166667 0.833333 1.11022e-16
0 0.25 0 0.75
0 0.25 0.0833333 0.666667
0 0.25 0.166667 0.583333
0 0.25 0.25 0.5
0 0.25 0.333333 0.416667
0 0.25 0.416667 0.333333
0 0.25 0.5 0.25
0 0.25 0.583333 0.166667
0 0.25 0.666667 0.0833333
0 0.25 0.75 0
0 0.333333 0 0.666667
0 0.333333 0.0833333 0.583333
0 0.333333 0.166667 0.5
0 0.333333 0.25 0.416667
0 0.333333 0.333333 0.333333
0 0.333333 0.416667 0.25
0 0.333333 0.5 0.166667
0 0.333333 0.583333 0.0833333
0 0.333333 0.666667 0
0 0.416667 0 0.583333
0 0.416667 0.0833333 0.5
0 0.416667 0.166667 0.416667
0 0.416667 0.25 0.333333
0 0.416667 0.333333 0.25
0 0.416667 0.416667 0.166667
0 0.416667 0.5 0.0833333
0 0.416667 0.583333 1.11022e-16
0 0.5 0 0.5
0 0.5 0.0833333 0.416667
0 0.5 0.166667 0.333333
0 0.5 0.25 0.25
0 0.5 0.333333 0.166667
0 0.5 0.416667 0.0833333
0 0.5 0.5 0
0 0.583333 0 0.416667
0 0.583333 0.0833333 0.333333
0 0.583333 0.166667 0.25
0 0.583333 0.25 0.166667
0 0.583333 0.333333 0.0833333
0 0.583333 0.416667 1.11022e-16
0 0.666667 0 0.333333
0 0.666667 0.0833333 0.25
0 0.666667 0.166667 0.166667
0 0.666667 0.25 0.0833333
0 0.666667 0.333333 0
0 0.75 0 0.25
0 0.75 0.0833333 0.166667
0 0.75 0.166667 0.0833333
0 0.75 0.25 0
0 0.833333 0 0.166667
0 0.833333 0.0833333 0.0833333
0 0.833333 0.166667 1.11022e-16
0 0.916667 0 0.0833333
0 0.916667 0.0833333 0
0 1 0 0
0.0833333 0 0 0.916667
0.0833333 0 0.0833333 0.833333
0.0833333 0 0.166667 0.75
0.0833333 0 0.25 0.666667
0.0833333 0 0.333333 0.583333
0.0833333 0 0.416667 0.5
0.0833333 0 0.5 0.416667
0.0833333 0 0.583333 0.333333
0.0833333 0 0.666667 0.25
0.0833333 0 0.75 0.166667
0.0833333 0 0.833333 0.0833333
0.0833333 0 0.916667 0
0.0833333 0.0833333 0 0.833333
0.0833333 0.0833333 0.0833333 0.75
0.0833333 0.0833333 0.166667 0.666667
0.0833333 0.0833333 0.25 0.583333
0.0833333 0.0833333 0.333333 0.5
0.0833333 0.0833333 0.416667 0.416667
0.0833333 0.0833333 0.5 0.333333
0.0833333 0.0833333 0.583333 0.25
0.0833333 0.0833333 0.666667 0.166667
0.0833333 0.0833333 0.75 0.0833333
0.0833333 0.0833333 0.833333 1.11022e-16
0.0833333 0.166667 0 0.75
0.0833333 0.166667 0.0833333 0.666667
0.0833333 0.166667 0.166667 0.583333
0.0833333 0.166667 0.25 0.5
0.0833333 0.166667 0.333333 0.416667
0.0833333 0.166667 0.416667 0.333333
0.0833333 0.166667 0.5 0.25
0.0833333 0.166667 0.583333 0.166667
0.0833333 0.166667 0.666667 0.0833333
0.0833333 0.166667 0.75 0
0.0833333 0.25 0 0.666667
0.0833333 0.25 0.0833333 0.583333
0.0833333 0.25 0.166667 0.5
0.0833333 0.25 0.25 0.416667
0.0833333 0.25 0.333333 0.333333
0.0833333 0.25 0.416667 0.25
0.0833333 0.25 0.5 0.166667
0.0833333 0.25 0.583333 0.0833333
0.0833333 0.25 0.666667 0
0.0833333 0.333333 0 0.583333
0.0833333 0.333333 0.0833333 0.5
0.0833333 0.333333 0.166667 0.416667
0.0833333 0.333333 0.25 0.333333
0.0833333 0.333333 0.333333 0.25
0.0833333 0.333333 0.416667 0.166667
0.0833333 0.333333 0.5 0.0833333
0.0833333 0.333333 0.583333 1.11022e-16
0.0833333 0.416667 0 0.5
0.0833333 0.416667 0.0833333 0.416667
0.0833333 0.416667 0.166667 0.333333
0.0833333 0.416667 0.25 0.25
0.0833333 0.416667 0.333333 0.166667
0.0833333 0.416667 0.416667 0.0833333
0.0833333 0.416667 0.5 0
0.0833333 0.5 0 0.416667
0.0833333 0.5 0.0833333 0.333333
0.0833333 0.5 0.166667 0.25
0.0833333 0.5 0.25 0.166667
0.0833333 0.5 0.333333 0.0833333
0.0833333 0.5 0.416667 0
0.0833333 0.583333 0 0.333333
0.0833333 0.583333 0.0833333 0.25
0.0833333 0.583333 0.166667 0.166667
0.0833333 0.583333 0.25 0.0833333
0.0833333 0.583333 0.333333 0
0.0833333 0.666667 0 0.25
0.0833333 0.666667 0.0833333 0.166667
0.0833333 0.666667 0.166667 0.0833333
0.0833333 0.666667 0.25 0
0.0833333 0.75 0 0.166667
0.0833333 0.75 0.0833333 0.0833333
0.0833333 0.75 0.166667 0
0.0833333 0.833333 0 0.0833333
0.0833333 0.833333 0.0833333 0
0.0833333 0.916667 0 0
0.166667 0 0 0.833333
0.166667 0 0.0833333 0.75
0.166667 0 0.166667 0.666667
0.166667 0 0.25 0.583333
0.166667 0 0.333333 0.5
0.166667 0 0.416667 0.416667
0.166667 0 0.5 0.333333
0.166667 0 0.583333 0.25
0.166667 0 0.666667 0.166667
0.166667 0 0.75 0.0833333
0.166667 0 0.833333 1.11022e-16
0.166667 0.0833333 0 0.75
0.166667 0.0833333 0.0833333 0.666667
0.166667 0.0833333 0.166667 0.583333
0.166667 0.0833333 0.25 0.5
0.166667 0.0833333 0.333333 0.416667
0.166667 0.0833333 0.416667 0.333333
0.166667 0.0833333 0.5 0.25
0.166667 0.0833333 0.583333 0.166667
0.166667 0.0833333 0.666667 0.0833333
0.166667 0.0833333 0.75 0
0.166667 0.166667 0 0.666667
0.166667 0.166667 0.0833333 0.583333
0.166667 0.166667 0.166667 0.5
0.166667 0.166667 0.25 0.416667
0.166667 0.166667 0.333333 0.333333
0.166667 0.166667 0.416667 0.25
0.166667 0.166667 0.5 0.166667
0.166667 0.166667 0.583333 0.0833333
0.166667 0.166667 0.666667 0
0.166667 0.25 0 0.583333
0.166667 0.25 0.0833333 0.5
0.166667 0.25 0.166667 0.416667
0.166667 0.25 0.25 0.333333
0.166667 0.25 0.333333 0.25
0.166667 0.25 0.416667 0.166667
0.166667 0.25 0.5 0.0833333
0.166667 0.25 0.583333 1.11022e-16
0.166667 0.333333 0 0.5
0.166667 0.333333 0.0833333 0.416667
0.166667 0.333333 0.166667 0.333333
0.166667 0.333333 0.25 0.25
0.166667 0.333333 0.333333 0.166667
0.166667 0.333333 0.416667 0.0833333
0.166667 0.333333 0.5 0
0.166667 0.416667 0 0.416667
0.166667 0.416667 0.0833333 0.333333
0.166667 0.416667 0.166667 0.25
0.166667 0.416667 0.25 0.166667
0.166667 0.416667 0.333333 0.0833333
0.166667 0.416667 0.416667 1.11022e-16
0.166667 0.5 0 0.333333
0.166667 0.5 0.0833333 0.25
0.166667 0.5 0.166667 0.166667
0.166667 0.5 0.25 0.0833333
0.166667 0.5 0.333333 0
0.166667 0.583333 0 0.25
0.166667 0.583333 0.0833333 0.166667
0.166667 0.583333 0.166667 0.0833333
0.166667 0.583333 0.25 1.11022e-16
0.166667 0.666667 0 0.166667
0.166667 0.666667 0.0833333 0.0833333
0.166667 0.666667 0.166667 1.11022e-16
0.166667 0.75 0 0.0833333
0.166667 0.75 0.0833333 0
0.166667 0.833333 0 1.11022e-16
0.25 0 0 0.75
0.25 0 0.0833333 0.666667
0.25 0 0.166667 0.583333
0.25 0 0.25 0.5
0.25 0 0.333333 0.416667
0.25 0 0.416667 0.333333
0.25 0 0.5 0.25
0.25 0 0.583333 0.166667
0.25 0 0.666667 0.0833333
0.25 0 0.75 0
0.25 0.0833333 0 0.666667
0.25 0.0833333 0.0833333 0.583333
0.25 0.0833333 0.166667 0.5
0.25 0.0833333 0.25 0.416667
0.25 0.0833333 0.333333 0.333333
0.25 0.0833333 0.416667 0.25
0.25 0.0833333 0.5 0.166667
0.25 0.0833333 0.583333 0.0833333
0.25 0.0833333 0.666667 0
0.25 0.166667 0 0.583333
0.25 0.166667 0.0833333 0.5
0.25 0.166667 0.166667 0.416667
0.25 0.166667 0.25 0.333333
0.25 0.166667 0.333333 0.25
0.25 0.166667 0.416667 0.166667
0.25 0.166667 0.5 0.0833333
0.25 0.166667 0.583333 1.11022e-16
0.25 0.25 0 0.5
0.25 0.25 0.0833333 0.416667
0.25 0.25 0.166667 0.333333
0.25 0.25 0.25 0.25
0.25 0.25 0.333333 0.166667
0.25 0.25 0.416667 0.0833333
