250
0 1 
0.00401606 0.995984 
0.00803213 0.991968 
0.0120482 0.987952 
0.0160643 0.983936 
0.0200803 0.97992 
0.0240964 0.975904 
0.0281124 0.971888 
0.0321285 0.967871 
0.0361446 0.963855 
0.0401606 0.959839 
0.0441767 0.955823 
0.0481928 0.951807 
0.0522088 0.947791 
0.0562249 0.943775 
0.060241 0.939759 
0.064257 0.935743 
0.0682731 0.931727 
0.0722892 0.927711 
0.0763052 0.923695 
0.0803213 0.919679 
0.0843373 0.915663 
0.0883534 0.911647 
0.0923695 0.907631 
0.0963855 0.903614 
0.100402 0.899598 
0.104418 0.895582 
0.108434 0.891566 
0.11245 0.88755 
0.116466 0.883534 
0.120482 0.879518 
0.124498 0.875502 
0.128514 0.871486 
0.13253 0.86747 
0.136546 0.863454 
0.140562 0.859438 
0.144578 0.855422 
0.148594 0.851406 
0.15261 0.84739 
0.156627 0.843373 
0.160643 0.839357 
0.164659 0.835341 
0.168675 0.831325 
0.172691 0.827309 
0.176707 0.823293 
0.180723 0.819277 
0.184739 0.815261 
0.188755 0.811245 
0.192771 0.807229 
0.196787 0.803213 
0.200803 0.799197 
0.204819 0.795181 
0.208835 0.791165 
0.212851 0.787149 
0.216867 0.783133 
0.220884 0.779116 
0.2249 0.7751 
0.228916 0.771084 
0.232932 0.767068 
0.236948 0.763052 
0.240964 0.759036 
0.24498 0.75502 
0.248996 0.751004 
0.253012 0.746988 
0.257028 0.742972 
0.261044 0.738956 
0.26506 0.73494 
0.269076 0.730924 
0.273092 0.726908 
0.277108 0.722892 
0.281124 0.718876 
0.285141 0.714859 
0.289157 0.710843 
0.293173 0.706827 
0.297189 0.702811 
0.301205 0.698795 
0.305221 0.694779 
0.309237 0.690763 
0.313253 0.686747 
0.317269 0.682731 
0.321285 0.678715 
0.325301 0.674699 
0.329317 0.670683 
0.333333 0.666667 
0.337349 0.662651 
0.341365 0.658635 
0.345382 0.654618 
0.349398 0.650602 
0.353414 0.646586 
0.35743 0.64257 
0.361446 0.638554 
0.365462 0.634538 
0.369478 0.630522 
0.373494 0.626506 
0.37751 0.62249 
0.381526 0.618474 
0.385542 0.614458 
0.389558 0.610442 
0.393574 0.606426 
0.39759 0.60241 
0.401606 0.598394 
0.405622 0.594378 
0.409639 0.590361 
0.413655 0.586345 
0.417671 0.582329 
0.421687 0.578313 
0.425703 0.574297 
0.429719 0.570281 
0.433735 0.566265 
0.437751 0.562249 
0.441767 0.558233 
0.445783 0.554217 
0.449799 0.550201 
0.453815 0.546185 
0.457831 0.542169 
0.461847 0.538153 
0.465863 0.534137 
0.46988 0.53012 
0.473896 0.526104 
0.477912 0.522088 
0.481928 0.518072 
0.485944 0.514056 
0.48996 0.51004 
0.493976 0.506024 
0.497992 0.502008 
0.502008 0.497992 
0.506024 0.493976 
0.51004 0.48996 
0.514056 0.485944 
0.518072 0.481928 
0.522088 0.477912 
0.526104 0.473896 
0.53012 0.46988 
0.534137 0.465863 
0.538153 0.461847 
0.542169 0.457831 
0.546185 0.453815 
0.550201 0.449799 
0.554217 0.445783 
0.558233 0.441767 
0.562249 0.437751 
0.566265 0.433735 
0.570281 0.429719 
0.574297 0.425703 
0.578313 0.421687 
0.582329 0.417671 
0.586345 0.413655 
0.590361 0.409639 
0.594378 0.405622 
0.598394 0.401606 
0.60241 0.39759 
0.606426 0.393574 
0.610442 0.389558 
0.614458 0.385542 
0.618474 0.381526 
0.62249 0.37751 
0.626506 0.373494 
0.630522 0.369478 
0.634538 0.365462 
0.638554 0.361446 
0.64257 0.35743 
0.646586 0.353414 
0.650602 0.349398 
0.654618 0.345382 
0.658635 0.341365 
0.662651 0.337349 
0.666667 0.333333 
0.670683 0.329317 
0.674699 0.325301 
0.678715 0.321285 
0.682731 0.317269 
0.686747 0.313253 
0.690763 0.309237 
0.694779 0.305221 
0.698795 0.301205 
0.702811 0.297189 
0.706827 0.293173 
0.710843 0.289157 
0.714859 0.285141 
0.718876 0.281124 
0.722892 0.277108 
0.726908 0.273092 
0.730924 0.269076 
0.73494 0.26506 
0.738956 0.261044 
0.742972 0.257028 
0.746988 0.253012 
0.751004 0.248996 
0.75502 0.24498 
0.759036 0.240964 
0.763052 0.236948 
0.767068 0.232932 
0.771084 0.228916 
0.7751 0.2249 
0.779116 0.220884 
0.783133 0.216867 
0.787149 0.212851 
0.791165 0.208835 
0.795181 0.204819 
0.799197 0.200803 
0.803213 0.196787 
0.807229 0.192771 
0.811245 0.188755 
0.815261 0.184739 
0.819277 0.180723 
0.823293 0.176707 
0.827309 0.172691 
0.831325 0.168675 
0.835341 0.164659 
0.839357 0.160643 
0.843373 0.156627 
0.84739 0.15261 
0.851406 0.148594 
0.855422 0.144578 
0.859438 0.140562 
0.863454 0.136546 
0.86747 0.13253 
0.871486 0.128514 
0.875502 0.124498 
0.879518 0.120482 
0.883534 0.116466 
0.88755 0.11245 
0.891566 0.108434 
0.895582 0.104418 
0.899598 0.100402 
0.903614 0.0963855 
0.907631 0.0923695 
0.911647 0.0883534 
0.915663 0.0843373 
0.919679 0.0803213 
0.923695 0.0763052 
0.927711 0.0722892 
0.931727 0.0682731 
0.935743 0.064257 
0.939759 0.060241 
0.943775 0.0562249 
0.947791 0.0522088 
0.951807 0.0481928 
0.955823 0.0441767 
0.959839 0.0401606 
0.963855 0.0361446 
0.967871 0.0321285 
0.971888 0.0281124 
0.975904 0.0240964 
0.97992 0.0200803 
0.983936 0.0160643 
0.987952 0.0120482 
0.991968 0.00803213 
0.995984 0.00401606 
1 0
